#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
IV	15581591	15581612	21UR-8055	255.0	-	15581591	15581612	0	1	21	15581590	pis_not_detected_CAGE.bed
IV	15657153	15657174	21UR-9843	255.0	-	15657153	15657174	0	1	21	15657152	pis_not_detected_CAGE.bed
IV	15867425	15867446	21UR-2075	255.0	+	15867425	15867446	0	1	21	15867424	pis_not_detected_CAGE.bed
IV	15108143	15108164	21UR-3025	255.0	-	15108143	15108164	0	1	21	15108142	pis_not_detected_CAGE.bed
I	9008524	9008545	21UR-12977	255.0	+	9008524	9008545	0	1	21	9008515	pis_not_detected_CAGE.bed
IV	15217257	15217278	21UR-6683	255.0	-	15217257	15217278	0	1	21	15217256	pis_not_detected_CAGE.bed
V	14133056	14133077	21UR-15491	255.0	-	14133056	14133077	0	1	21	14133055	pis_not_detected_CAGE.bed
IV	15178610	15178631	21UR-7168	255.0	-	15178610	15178631	0	1	21	15178609	pis_not_detected_CAGE.bed
IV	14608419	14608440	21UR-4954	255.0	+	14608419	14608440	0	1	21	14608418	pis_not_detected_CAGE.bed
IV	5980462	5980483	21UR-3496	255.0	+	5980462	5980483	0	1	21	5980457	pis_not_detected_CAGE.bed
IV	4835577	4835598	21UR-3256	255.0	-	4835577	4835598	0	1	21	4835573	pis_not_detected_CAGE.bed
IV	17032456	17032477	21UR-3023	255.0	+	17032456	17032477	0	1	21	17032455	pis_not_detected_CAGE.bed
IV	13711638	13711659	21UR-457	255.0	+	13711638	13711659	0	1	21	13711637	pis_not_detected_CAGE.bed
IV	13874670	13874691	21UR-755	255.0	+	13874670	13874691	0	1	21	13874669	pis_not_detected_CAGE.bed
IV	6302708	6302729	21UR-9473	255.0	-	6302708	6302729	0	1	21	6302702	pis_not_detected_CAGE.bed
IV	16663201	16663222	21UR-6000	255.0	+	16663201	16663222	0	1	21	16663200	pis_not_detected_CAGE.bed
IV	14808527	14808548	21UR-11052	255.0	-	14808527	14808548	0	1	21	14808526	pis_not_detected_CAGE.bed
IV	16272661	16272682	21UR-15346	255.0	-	16272661	16272682	0	1	21	16272660	pis_not_detected_CAGE.bed
IV	14908750	14908771	21UR-2642	255.0	-	14908750	14908771	0	1	21	14908749	pis_not_detected_CAGE.bed
IV	8973041	8973062	21UR-13444	255.0	-	8973041	8973062	0	1	21	8973033	pis_not_detected_CAGE.bed
IV	5376043	5376064	21UR-8571	255.0	+	5376043	5376064	0	1	21	5376038	pis_not_detected_CAGE.bed
IV	5771391	5771412	21UR-5074	255.0	-	5771391	5771412	0	1	21	5771386	pis_not_detected_CAGE.bed
IV	14249985	14250006	21UR-1602	255.0	+	14249985	14250006	0	1	21	14249984	pis_not_detected_CAGE.bed
IV	14941454	14941475	21UR-13474	255.0	-	14941454	14941475	0	1	21	14941453	pis_not_detected_CAGE.bed
IV	14052776	14052797	21UR-11643	255.0	-	14052776	14052797	0	1	21	14052775	pis_not_detected_CAGE.bed
IV	14366552	14366573	21UR-2166	255.0	+	14366552	14366573	0	1	21	14366551	pis_not_detected_CAGE.bed
IV	15681273	15681294	21UR-10233	255.0	+	15681273	15681294	0	1	21	15681272	pis_not_detected_CAGE.bed
IV	14899356	14899377	21UR-11290	255.0	+	14899356	14899377	0	1	21	14899355	pis_not_detected_CAGE.bed
IV	15934778	15934799	21UR-1836	255.0	+	15934778	15934799	0	1	21	15934777	pis_not_detected_CAGE.bed
IV	16980782	16980803	21UR-12909	255.0	+	16980782	16980803	0	1	21	16980781	pis_not_detected_CAGE.bed
IV	15965746	15965767	21UR-14018	255.0	-	15965746	15965767	0	1	21	15965745	pis_not_detected_CAGE.bed
IV	16664073	16664094	21UR-8609	255.0	-	16664073	16664094	0	1	21	16664072	pis_not_detected_CAGE.bed
IV	14423671	14423692	21UR-10440	255.0	+	14423671	14423692	0	1	21	14423670	pis_not_detected_CAGE.bed
IV	13818022	13818043	21UR-4292	255.0	+	13818022	13818043	0	1	21	13818021	pis_not_detected_CAGE.bed
IV	15401287	15401308	21UR-9866	255.0	-	15401287	15401308	0	1	21	15401286	pis_not_detected_CAGE.bed
IV	15845749	15845770	21UR-14185	255.0	+	15845749	15845770	0	1	21	15845748	pis_not_detected_CAGE.bed
IV	14880928	14880949	21UR-13431	255.0	+	14880928	14880949	0	1	21	14880927	pis_not_detected_CAGE.bed
IV	6641637	6641658	21UR-7908	255.0	+	6641637	6641658	0	1	21	6641631	pis_not_detected_CAGE.bed
III	1371140	1371161	21UR-9823	255.0	-	1371140	1371161	0	1	21	1371139	pis_not_detected_CAGE.bed
IV	15054280	15054301	21UR-12149	255.0	+	15054280	15054301	0	1	21	15054279	pis_not_detected_CAGE.bed
IV	5711904	5711925	21UR-14899	255.0	-	5711904	5711925	0	1	21	5711899	pis_not_detected_CAGE.bed
IV	5337358	5337379	21UR-4186	255.0	-	5337358	5337379	0	1	21	5337353	pis_not_detected_CAGE.bed
IV	15309938	15309959	21UR-3562	255.0	+	15309938	15309959	0	1	21	15309937	pis_not_detected_CAGE.bed
IV	15864181	15864202	21UR-648	255.0	-	15864181	15864202	0	1	21	15864180	pis_not_detected_CAGE.bed
V	12089138	12089159	21UR-9450	255.0	+	12089138	12089159	0	1	21	12089137	pis_not_detected_CAGE.bed
IV	14968015	14968036	21UR-8683	255.0	+	14968015	14968036	0	1	21	14968014	pis_not_detected_CAGE.bed
IV	16625590	16625611	21UR-4727	255.0	+	16625590	16625611	0	1	21	16625589	pis_not_detected_CAGE.bed
IV	14939262	14939283	21UR-11091	255.0	-	14939262	14939283	0	1	21	14939261	pis_not_detected_CAGE.bed
IV	14706787	14706808	21UR-1537	255.0	-	14706787	14706808	0	1	21	14706786	pis_not_detected_CAGE.bed
IV	15700802	15700823	21UR-6563	255.0	+	15700802	15700823	0	1	21	15700801	pis_not_detected_CAGE.bed
IV	5862576	5862597	21UR-7743	255.0	+	5862576	5862597	0	1	21	5862571	pis_not_detected_CAGE.bed
IV	14681421	14681442	21UR-945	255.0	+	14681421	14681442	0	1	21	14681420	pis_not_detected_CAGE.bed
IV	15155685	15155706	21UR-6583	255.0	-	15155685	15155706	0	1	21	15155684	pis_not_detected_CAGE.bed
IV	15849420	15849441	21UR-7343	255.0	+	15849420	15849441	0	1	21	15849419	pis_not_detected_CAGE.bed
IV	16163471	16163492	21UR-153	255.0	+	16163471	16163492	0	1	21	16163470	pis_not_detected_CAGE.bed
IV	14263193	14263214	21UR-10808	255.0	-	14263193	14263214	0	1	21	14263192	pis_not_detected_CAGE.bed
IV	16876310	16876331	21UR-8637	255.0	+	16876310	16876331	0	1	21	16876309	pis_not_detected_CAGE.bed
IV	15902339	15902360	21UR-5744	255.0	+	15902339	15902360	0	1	21	15902338	pis_not_detected_CAGE.bed
IV	15360131	15360152	21UR-13542	255.0	-	15360131	15360152	0	1	21	15360130	pis_not_detected_CAGE.bed
IV	6193698	6193719	21UR-2429	255.0	+	6193698	6193719	0	1	21	6193692	pis_not_detected_CAGE.bed
IV	13722520	13722541	21UR-3637	255.0	-	13722520	13722541	0	1	21	13722519	pis_not_detected_CAGE.bed
IV	14636038	14636059	21UR-11268	255.0	+	14636038	14636059	0	1	21	14636037	pis_not_detected_CAGE.bed
IV	5135631	5135652	21UR-10994	255.0	-	5135631	5135652	0	1	21	5135626	pis_not_detected_CAGE.bed
IV	14684468	14684489	21UR-4844	255.0	-	14684468	14684489	0	1	21	14684467	pis_not_detected_CAGE.bed
IV	15887835	15887856	21UR-95	255.0	-	15887835	15887856	0	1	21	15887834	pis_not_detected_CAGE.bed
IV	15882435	15882456	21UR-782	255.0	+	15882435	15882456	0	1	21	15882434	pis_not_detected_CAGE.bed
IV	5423001	5423022	21UR-8951	255.0	-	5423001	5423022	0	1	21	5422996	pis_not_detected_CAGE.bed
IV	16155259	16155280	21UR-1322	255.0	+	16155259	16155280	0	1	21	16155258	pis_not_detected_CAGE.bed
X	15656483	15656504	21UR-15122	255.0	-	15656483	15656504	0	1	21	15656482	pis_not_detected_CAGE.bed
IV	15914713	15914734	21UR-6453	255.0	+	15914713	15914734	0	1	21	15914712	pis_not_detected_CAGE.bed
IV	15478975	15478996	21UR-14086	255.0	+	15478975	15478996	0	1	21	15478974	pis_not_detected_CAGE.bed
IV	14238386	14238407	21UR-7753	255.0	+	14238386	14238407	0	1	21	14238385	pis_not_detected_CAGE.bed
IV	6403067	6403088	21UR-11310	255.0	-	6403067	6403088	0	1	21	6403061	pis_not_detected_CAGE.bed
IV	14312900	14312921	21UR-15255	255.0	-	14312900	14312921	0	1	21	14312899	pis_not_detected_CAGE.bed
IV	16390484	16390505	21UR-2663	255.0	+	16390484	16390505	0	1	21	16390483	pis_not_detected_CAGE.bed
IV	5596944	5596965	21UR-11341	255.0	+	5596944	5596965	0	1	21	5596939	pis_not_detected_CAGE.bed
IV	6449766	6449787	21UR-7472	255.0	-	6449766	6449787	0	1	21	6449760	pis_not_detected_CAGE.bed
IV	16048100	16048121	21UR-7157	255.0	-	16048100	16048121	0	1	21	16048099	pis_not_detected_CAGE.bed
IV	16596001	16596022	21UR-8885	255.0	+	16596001	16596022	0	1	21	16596000	pis_not_detected_CAGE.bed
IV	14558647	14558668	21UR-7542	255.0	-	14558647	14558668	0	1	21	14558646	pis_not_detected_CAGE.bed
IV	5904711	5904732	21UR-10945	255.0	+	5904711	5904732	0	1	21	5904706	pis_not_detected_CAGE.bed
IV	13865590	13865611	21UR-6579	255.0	-	13865590	13865611	0	1	21	13865589	pis_not_detected_CAGE.bed
IV	5425797	5425818	21UR-10446	255.0	+	5425797	5425818	0	1	21	5425792	pis_not_detected_CAGE.bed
IV	14977304	14977325	21UR-15130	255.0	-	14977304	14977325	0	1	21	14977303	pis_not_detected_CAGE.bed
IV	16438576	16438597	21UR-15440	255.0	-	16438576	16438597	0	1	21	16438575	pis_not_detected_CAGE.bed
IV	5959174	5959195	21UR-7003	255.0	+	5959174	5959195	0	1	21	5959169	pis_not_detected_CAGE.bed
IV	15733153	15733174	21UR-1282	255.0	-	15733153	15733174	0	1	21	15733152	pis_not_detected_CAGE.bed
IV	14564279	14564300	21UR-4712	255.0	+	14564279	14564300	0	1	21	14564278	pis_not_detected_CAGE.bed
IV	13825772	13825793	21UR-2307	255.0	+	13825772	13825793	0	1	21	13825771	pis_not_detected_CAGE.bed
IV	14271304	14271325	21UR-14042	255.0	+	14271304	14271325	0	1	21	14271303	pis_not_detected_CAGE.bed
IV	13811838	13811859	21UR-10833	255.0	+	13811838	13811859	0	1	21	13811837	pis_not_detected_CAGE.bed
IV	14699947	14699968	21UR-493	255.0	-	14699947	14699968	0	1	21	14699946	pis_not_detected_CAGE.bed
IV	6014943	6014964	21UR-12705	255.0	+	6014943	6014964	0	1	21	6014937	pis_not_detected_CAGE.bed
IV	15695655	15695676	21UR-7930	255.0	-	15695655	15695676	0	1	21	15695654	pis_not_detected_CAGE.bed
IV	16564292	16564313	21UR-1415	255.0	-	16564292	16564313	0	1	21	16564291	pis_not_detected_CAGE.bed
IV	15366151	15366172	21UR-14296	255.0	+	15366151	15366172	0	1	21	15366150	pis_not_detected_CAGE.bed
IV	15960723	15960744	21UR-10713	255.0	+	15960723	15960744	0	1	21	15960722	pis_not_detected_CAGE.bed
IV	14320046	14320067	21UR-11119	255.0	-	14320046	14320067	0	1	21	14320045	pis_not_detected_CAGE.bed
IV	16145527	16145548	21UR-5202	255.0	-	16145527	16145548	0	1	21	16145526	pis_not_detected_CAGE.bed
IV	13818295	13818316	21UR-15391	255.0	+	13818295	13818316	0	1	21	13818294	pis_not_detected_CAGE.bed
IV	13914314	13914335	21UR-13255	255.0	-	13914314	13914335	0	1	21	13914313	pis_not_detected_CAGE.bed
IV	16774946	16774967	21UR-53	255.0	+	16774946	16774967	0	1	21	16774945	pis_not_detected_CAGE.bed
IV	15864620	15864641	21UR-5125	255.0	-	15864620	15864641	0	1	21	15864619	pis_not_detected_CAGE.bed
IV	5079650	5079671	21UR-2481	255.0	-	5079650	5079671	0	1	21	5079645	pis_not_detected_CAGE.bed
IV	15177766	15177787	21UR-1732	255.0	-	15177766	15177787	0	1	21	15177765	pis_not_detected_CAGE.bed
IV	16025030	16025051	21UR-13394	255.0	-	16025030	16025051	0	1	21	16025029	pis_not_detected_CAGE.bed
IV	14908542	14908563	21UR-358	255.0	-	14908542	14908563	0	1	21	14908541	pis_not_detected_CAGE.bed
IV	16010936	16010957	21UR-12979	255.0	+	16010936	16010957	0	1	21	16010935	pis_not_detected_CAGE.bed
IV	15980032	15980053	21UR-13903	255.0	-	15980032	15980053	0	1	21	15980031	pis_not_detected_CAGE.bed
IV	16893486	16893507	21UR-6454	255.0	-	16893486	16893507	0	1	21	16893485	pis_not_detected_CAGE.bed
IV	16904394	16904415	21UR-1338	255.0	+	16904394	16904415	0	1	21	16904393	pis_not_detected_CAGE.bed
IV	5971770	5971791	21UR-8671	255.0	-	5971770	5971791	0	1	21	5971765	pis_not_detected_CAGE.bed
IV	6242108	6242129	21UR-6414	255.0	-	6242108	6242129	0	1	21	6242102	pis_not_detected_CAGE.bed
IV	16911924	16911945	21UR-14167	255.0	+	16911924	16911945	0	1	21	16911923	pis_not_detected_CAGE.bed
IV	15481311	15481332	21UR-11645	255.0	-	15481311	15481332	0	1	21	15481310	pis_not_detected_CAGE.bed
IV	15901185	15901206	21UR-14053	255.0	+	15901185	15901206	0	1	21	15901184	pis_not_detected_CAGE.bed
IV	14733649	14733670	21UR-13108	255.0	+	14733649	14733670	0	1	21	14733648	pis_not_detected_CAGE.bed
IV	6285010	6285031	21UR-7121	255.0	-	6285010	6285031	0	1	21	6285004	pis_not_detected_CAGE.bed
IV	15393065	15393086	21UR-2135	255.0	+	15393065	15393086	0	1	21	15393064	pis_not_detected_CAGE.bed
IV	14950078	14950099	21UR-2092	255.0	+	14950078	14950099	0	1	21	14950077	pis_not_detected_CAGE.bed
IV	16439215	16439236	21UR-9095	255.0	-	16439215	16439236	0	1	21	16439214	pis_not_detected_CAGE.bed
IV	13625075	13625096	21UR-2879	255.0	+	13625075	13625096	0	1	21	13625074	pis_not_detected_CAGE.bed
IV	15372283	15372304	21UR-5846	255.0	+	15372283	15372304	0	1	21	15372282	pis_not_detected_CAGE.bed
IV	14101271	14101292	21UR-8556	255.0	+	14101271	14101292	0	1	21	14101270	pis_not_detected_CAGE.bed
IV	6656862	6656883	21UR-8058	255.0	+	6656862	6656883	0	1	21	6656856	pis_not_detected_CAGE.bed
IV	13727065	13727086	21UR-4681	255.0	-	13727065	13727086	0	1	21	13727064	pis_not_detected_CAGE.bed
IV	6426899	6426920	21UR-5970	255.0	-	6426899	6426920	0	1	21	6426893	pis_not_detected_CAGE.bed
IV	15821775	15821796	21UR-12594	255.0	-	15821775	15821796	0	1	21	15821774	pis_not_detected_CAGE.bed
IV	17134653	17134674	21UR-5889	255.0	+	17134653	17134674	0	1	21	17134652	pis_not_detected_CAGE.bed
IV	6180000	6180021	21UR-7360	255.0	+	6180000	6180021	0	1	21	6179994	pis_not_detected_CAGE.bed
IV	5201920	5201941	21UR-5495	255.0	+	5201920	5201941	0	1	21	5201915	pis_not_detected_CAGE.bed
IV	7094197	7094218	21UR-14731	255.0	+	7094197	7094218	0	1	21	7094190	pis_not_detected_CAGE.bed
IV	13822924	13822945	21UR-7519	255.0	+	13822924	13822945	0	1	21	13822923	pis_not_detected_CAGE.bed
IV	14972382	14972403	21UR-5377	255.0	-	14972382	14972403	0	1	21	14972381	pis_not_detected_CAGE.bed
IV	16582436	16582457	21UR-1352	255.0	-	16582436	16582457	0	1	21	16582435	pis_not_detected_CAGE.bed
IV	17210622	17210643	21UR-1746	255.0	-	17210622	17210643	0	1	21	17210621	pis_not_detected_CAGE.bed
IV	14904270	14904291	21UR-5015	255.0	+	14904270	14904291	0	1	21	14904269	pis_not_detected_CAGE.bed
IV	6137146	6137167	21UR-14521	255.0	+	6137146	6137167	0	1	21	6137140	pis_not_detected_CAGE.bed
IV	14378883	14378904	21UR-9394	255.0	-	14378883	14378904	0	1	21	14378882	pis_not_detected_CAGE.bed
IV	14883004	14883025	21UR-230	255.0	+	14883004	14883025	0	1	21	14883003	pis_not_detected_CAGE.bed
IV	7050709	7050730	21UR-12719	255.0	+	7050709	7050730	0	1	21	7050702	pis_not_detected_CAGE.bed
IV	13934281	13934302	21UR-5176	255.0	-	13934281	13934302	0	1	21	13934280	pis_not_detected_CAGE.bed
IV	15480386	15480407	21UR-14335	255.0	+	15480386	15480407	0	1	21	15480385	pis_not_detected_CAGE.bed
IV	15838643	15838664	21UR-13879	255.0	+	15838643	15838664	0	1	21	15838642	pis_not_detected_CAGE.bed
IV	14390125	14390146	21UR-15407	255.0	+	14390125	14390146	0	1	21	14390124	pis_not_detected_CAGE.bed
IV	15674534	15674555	21UR-2551	255.0	-	15674534	15674555	0	1	21	15674533	pis_not_detected_CAGE.bed
IV	16042772	16042793	21UR-9929	255.0	-	16042772	16042793	0	1	21	16042771	pis_not_detected_CAGE.bed
IV	6426554	6426575	21UR-11466	255.0	-	6426554	6426575	0	1	21	6426548	pis_not_detected_CAGE.bed
IV	16729600	16729621	21UR-7904	255.0	+	16729600	16729621	0	1	21	16729599	pis_not_detected_CAGE.bed
IV	9461694	9461715	21UR-15312	255.0	-	9461694	9461715	0	1	21	9461685	pis_not_detected_CAGE.bed
IV	15174993	15175014	21UR-5335	255.0	+	15174993	15175014	0	1	21	15174992	pis_not_detected_CAGE.bed
IV	5857335	5857356	21UR-14868	255.0	-	5857335	5857356	0	1	21	5857330	pis_not_detected_CAGE.bed
IV	14357757	14357778	21UR-7918	255.0	-	14357757	14357778	0	1	21	14357756	pis_not_detected_CAGE.bed
IV	13813446	13813467	21UR-1717	255.0	-	13813446	13813467	0	1	21	13813445	pis_not_detected_CAGE.bed
IV	14230408	14230429	21UR-11660	255.0	-	14230408	14230429	0	1	21	14230407	pis_not_detected_CAGE.bed
IV	14307262	14307283	21UR-8193	255.0	+	14307262	14307283	0	1	21	14307261	pis_not_detected_CAGE.bed
IV	15751605	15751626	21UR-877	255.0	+	15751605	15751626	0	1	21	15751604	pis_not_detected_CAGE.bed
IV	16448222	16448243	21UR-9963	255.0	-	16448222	16448243	0	1	21	16448221	pis_not_detected_CAGE.bed
IV	16442921	16442942	21UR-202	255.0	-	16442921	16442942	0	1	21	16442920	pis_not_detected_CAGE.bed
I	4057936	4057957	21UR-14824	255.0	-	4057936	4057957	0	1	21	4057932	pis_not_detected_CAGE.bed
IV	14923976	14923997	21UR-943	255.0	+	14923976	14923997	0	1	21	14923975	pis_not_detected_CAGE.bed
IV	5105257	5105278	21UR-10277	255.0	-	5105257	5105278	0	1	21	5105252	pis_not_detected_CAGE.bed
IV	5138172	5138193	21UR-15344	255.0	-	5138172	5138193	0	1	21	5138167	pis_not_detected_CAGE.bed
IV	5199091	5199112	21UR-10784	255.0	-	5199091	5199112	0	1	21	5199086	pis_not_detected_CAGE.bed
IV	6202145	6202166	21UR-10185	255.0	-	6202145	6202166	0	1	21	6202139	pis_not_detected_CAGE.bed
IV	15944956	15944977	21UR-4911	255.0	+	15944956	15944977	0	1	21	15944955	pis_not_detected_CAGE.bed
IV	16640235	16640256	21UR-482	255.0	-	16640235	16640256	0	1	21	16640234	pis_not_detected_CAGE.bed
IV	13625664	13625685	21UR-6944	255.0	-	13625664	13625685	0	1	21	13625663	pis_not_detected_CAGE.bed
IV	15629721	15629742	21UR-7220	255.0	+	15629721	15629742	0	1	21	15629720	pis_not_detected_CAGE.bed
IV	16986549	16986570	21UR-12121	255.0	+	16986549	16986570	0	1	21	16986548	pis_not_detected_CAGE.bed
IV	15608921	15608942	21UR-7054	255.0	+	15608921	15608942	0	1	21	15608920	pis_not_detected_CAGE.bed
IV	16012130	16012151	21UR-222	255.0	-	16012130	16012151	0	1	21	16012129	pis_not_detected_CAGE.bed
IV	9718159	9718180	21UR-8796	255.0	-	9718159	9718180	0	1	21	9718150	pis_not_detected_CAGE.bed
IV	15321382	15321403	21UR-2360	255.0	+	15321382	15321403	0	1	21	15321381	pis_not_detected_CAGE.bed
IV	15976149	15976170	21UR-7939	255.0	+	15976149	15976170	0	1	21	15976148	pis_not_detected_CAGE.bed
IV	15142660	15142681	21UR-1475	255.0	-	15142660	15142681	0	1	21	15142659	pis_not_detected_CAGE.bed
IV	6076597	6076618	21UR-9403	255.0	-	6076597	6076618	0	1	21	6076591	pis_not_detected_CAGE.bed
II	14483492	14483513	21UR-11165	255.0	-	14483492	14483513	0	1	21	14483491	pis_not_detected_CAGE.bed
IV	14016930	14016951	21UR-1879	255.0	-	14016930	14016951	0	1	21	14016929	pis_not_detected_CAGE.bed
IV	16060856	16060877	21UR-12955	255.0	-	16060856	16060877	0	1	21	16060855	pis_not_detected_CAGE.bed
IV	15100714	15100735	21UR-13742	255.0	-	15100714	15100735	0	1	21	15100713	pis_not_detected_CAGE.bed
IV	14982116	14982137	21UR-327	255.0	-	14982116	14982137	0	1	21	14982115	pis_not_detected_CAGE.bed
IV	5171997	5172018	21UR-15259	255.0	+	5171997	5172018	0	1	21	5171992	pis_not_detected_CAGE.bed
IV	15230343	15230364	21UR-10837	255.0	+	15230343	15230364	0	1	21	15230342	pis_not_detected_CAGE.bed
IV	17129854	17129875	21UR-10353	255.0	+	17129854	17129875	0	1	21	17129853	pis_not_detected_CAGE.bed
IV	5624361	5624382	21UR-9942	255.0	+	5624361	5624382	0	1	21	5624356	pis_not_detected_CAGE.bed
IV	15267811	15267832	21UR-3067	255.0	-	15267811	15267832	0	1	21	15267810	pis_not_detected_CAGE.bed
IV	15540777	15540798	21UR-11599	255.0	-	15540777	15540798	0	1	21	15540776	pis_not_detected_CAGE.bed
IV	15351464	15351485	21UR-10692	255.0	+	15351464	15351485	0	1	21	15351463	pis_not_detected_CAGE.bed
IV	5838087	5838108	21UR-3600	255.0	+	5838087	5838108	0	1	21	5838082	pis_not_detected_CAGE.bed
IV	16000881	16000902	21UR-3608	255.0	-	16000881	16000902	0	1	21	16000880	pis_not_detected_CAGE.bed
IV	15221788	15221809	21UR-4488	255.0	+	15221788	15221809	0	1	21	15221787	pis_not_detected_CAGE.bed
IV	14182323	14182344	21UR-2413	255.0	+	14182323	14182344	0	1	21	14182322	pis_not_detected_CAGE.bed
IV	14376324	14376345	21UR-8377	255.0	-	14376324	14376345	0	1	21	14376323	pis_not_detected_CAGE.bed
IV	16817204	16817225	21UR-1616	255.0	-	16817204	16817225	0	1	21	16817203	pis_not_detected_CAGE.bed
IV	13726775	13726796	21UR-790	255.0	-	13726775	13726796	0	1	21	13726774	pis_not_detected_CAGE.bed
IV	16565300	16565321	21UR-8149	255.0	+	16565300	16565321	0	1	21	16565299	pis_not_detected_CAGE.bed
IV	15700968	15700989	21UR-2733	255.0	+	15700968	15700989	0	1	21	15700967	pis_not_detected_CAGE.bed
IV	14367706	14367727	21UR-13629	255.0	+	14367706	14367727	0	1	21	14367705	pis_not_detected_CAGE.bed
IV	15989518	15989539	21UR-1696	255.0	+	15989518	15989539	0	1	21	15989517	pis_not_detected_CAGE.bed
IV	13929245	13929266	21UR-250	255.0	+	13929245	13929266	0	1	21	13929244	pis_not_detected_CAGE.bed
IV	5829093	5829114	21UR-13934	255.0	-	5829093	5829114	0	1	21	5829088	pis_not_detected_CAGE.bed
IV	5272476	5272497	21UR-8549	255.0	+	5272476	5272497	0	1	21	5272471	pis_not_detected_CAGE.bed
IV	6434592	6434613	21UR-15410	255.0	-	6434592	6434613	0	1	21	6434586	pis_not_detected_CAGE.bed
IV	16248785	16248806	21UR-10074	255.0	-	16248785	16248806	0	1	21	16248784	pis_not_detected_CAGE.bed
IV	16582590	16582611	21UR-6641	255.0	-	16582590	16582611	0	1	21	16582589	pis_not_detected_CAGE.bed
IV	5030574	5030595	21UR-9012	255.0	+	5030574	5030595	0	1	21	5030569	pis_not_detected_CAGE.bed
IV	14599769	14599790	21UR-5036	255.0	+	14599769	14599790	0	1	21	14599768	pis_not_detected_CAGE.bed
IV	15136593	15136614	21UR-11958	255.0	-	15136593	15136614	0	1	21	15136592	pis_not_detected_CAGE.bed
IV	5598114	5598135	21UR-13665	255.0	+	5598114	5598135	0	1	21	5598109	pis_not_detected_CAGE.bed
IV	14669528	14669549	21UR-6714	255.0	+	14669528	14669549	0	1	21	14669527	pis_not_detected_CAGE.bed
IV	14104222	14104243	21UR-8911	255.0	+	14104222	14104243	0	1	21	14104221	pis_not_detected_CAGE.bed
IV	14398045	14398066	21UR-14879	255.0	-	14398045	14398066	0	1	21	14398044	pis_not_detected_CAGE.bed
IV	4863046	4863067	21UR-6713	255.0	+	4863046	4863067	0	1	21	4863042	pis_not_detected_CAGE.bed
IV	14471019	14471040	21UR-7993	255.0	+	14471019	14471040	0	1	21	14471018	pis_not_detected_CAGE.bed
IV	14677201	14677222	21UR-11266	255.0	+	14677201	14677222	0	1	21	14677200	pis_not_detected_CAGE.bed
IV	14179764	14179785	21UR-15378	255.0	+	14179764	14179785	0	1	21	14179763	pis_not_detected_CAGE.bed
IV	16075455	16075476	21UR-195	255.0	+	16075455	16075476	0	1	21	16075454	pis_not_detected_CAGE.bed
IV	14589363	14589384	21UR-13710	255.0	+	14589363	14589384	0	1	21	14589362	pis_not_detected_CAGE.bed
IV	14820138	14820159	21UR-6037	255.0	+	14820138	14820159	0	1	21	14820137	pis_not_detected_CAGE.bed
IV	9545225	9545246	21UR-10113	255.0	-	9545225	9545246	0	1	21	9545216	pis_not_detected_CAGE.bed
IV	15150519	15150540	21UR-609	255.0	-	15150519	15150540	0	1	21	15150518	pis_not_detected_CAGE.bed
II	3580882	3580903	21UR-14717	255.0	-	3580882	3580903	0	1	21	3580879	pis_not_detected_CAGE.bed
IV	16595401	16595422	21UR-3122	255.0	+	16595401	16595422	0	1	21	16595400	pis_not_detected_CAGE.bed
IV	2822675	2822696	21UR-13160	255.0	-	2822675	2822696	0	1	21	2822673	pis_not_detected_CAGE.bed
IV	5400375	5400396	21UR-13883	255.0	-	5400375	5400396	0	1	21	5400370	pis_not_detected_CAGE.bed
IV	14853371	14853392	21UR-7156	255.0	+	14853371	14853392	0	1	21	14853370	pis_not_detected_CAGE.bed
IV	15918355	15918376	21UR-6949	255.0	+	15918355	15918376	0	1	21	15918354	pis_not_detected_CAGE.bed
IV	14250925	14250946	21UR-1131	255.0	+	14250925	14250946	0	1	21	14250924	pis_not_detected_CAGE.bed
IV	14652566	14652587	21UR-7299	255.0	+	14652566	14652587	0	1	21	14652565	pis_not_detected_CAGE.bed
IV	6488453	6488474	21UR-14558	255.0	-	6488453	6488474	0	1	21	6488447	pis_not_detected_CAGE.bed
IV	15908688	15908709	21UR-11941	255.0	+	15908688	15908709	0	1	21	15908687	pis_not_detected_CAGE.bed
IV	16026528	16026549	21UR-11850	255.0	-	16026528	16026549	0	1	21	16026527	pis_not_detected_CAGE.bed
IV	6166123	6166144	21UR-13881	255.0	+	6166123	6166144	0	1	21	6166117	pis_not_detected_CAGE.bed
IV	14093198	14093219	21UR-3502	255.0	-	14093198	14093219	0	1	21	14093197	pis_not_detected_CAGE.bed
IV	13943905	13943926	21UR-4034	255.0	+	13943905	13943926	0	1	21	13943904	pis_not_detected_CAGE.bed
IV	5912639	5912660	21UR-7695	255.0	+	5912639	5912660	0	1	21	5912634	pis_not_detected_CAGE.bed
IV	14036927	14036948	21UR-11750	255.0	+	14036927	14036948	0	1	21	14036926	pis_not_detected_CAGE.bed
IV	17202863	17202884	21UR-10951	255.0	-	17202863	17202884	0	1	21	17202862	pis_not_detected_CAGE.bed
IV	10795501	10795522	21UR-14343	255.0	+	10795501	10795522	0	1	21	10795500	pis_not_detected_CAGE.bed
